Species	Chemical Name	Freq-MHz(rest frame,redshifted)	Freq Err(rest frame,redshifted)	Meas Freq-MHz(rest frame,redshifted)	Meas Freq Err(rest frame,redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	E_U (cm^-1)	E_U (K)	Linelist
NH2CH2CH2OHv27=1	Aminoethanol	551.26150	0.0003			17(2,16)-17(1,16)	-10.54260		155.32570	223.47775	155.34409	223.50421	JPL
H2NCH2COOH-Iv=1	Glycine	551.36410	0.048			20(7,13)-20(7,14),F=20-20	-10.03320		131.51480	189.21937	131.53319	189.24583	JPL
13CH3OHvt=1	Methanol	551.52300	0.018			3(1,2)-3(1,3)-+	-6.43809		235.55500	338.90915	235.57340	338.93562	CDMS
13CH3OHvt=0	Methanol	551.52300	0.018			3(1,2)-3(1,3),m=-1	-10.49250		235.55500	338.91331	235.57340	338.93978	CDMS
17OD	Hydroxyl radical	552.06870	0.0066			N=1-1,J+1/2=3/2-3/2,p=-1-1,F1=3-2,F=0-1	-8.76020		0.02670	0.03842	0.04512	0.06491	JPL
DNCSa-type	Isothiocyanic acid	552.11100	0.0004			4(1,3)-4(1,4)	-9.48020		26.66420	38.36409	26.68262	38.39058	CDMS
17OH	Hydroxyl radical	552.12040	0.1109			N=5-5,J+1/2=9/2-9/2,p=-1-1,F1=5-5,F+1/2=13/2-15/2	-10.95150		606.49150	872.61166	606.50992	872.63816	JPL
c-HCOOD	Formic Acid	552.30160	0.0064			38(6,32)-38(6,33)	-9.80220		596.41270	858.09990	596.43112	858.12641	JPL
CH3CH2CH2CN-gauche	Butyronitrile	552.46950	0.0006			8(3,5)-8(3,6)	-9.70110		101.05290	145.39175	101.07133	145.41826	JPL
n-C3H7CN,v=0	n-Butyronitrile, gauche/anti combined	552.46960	0.0003			8(3,5)-8(3,6),gauche	-10.47070		9.32280	13.41352	9.34123	13.44003	CDMS
NO	Nitric oxide	552.53600	0.0232			J=31/2,&Omega;=3/2,F=31/2+-33/2-	-14.50190		557.73890	802.45725	557.75733	802.48377	JPL
NO	Nitric oxide	552.54650	0.0026			J=33/2-33/2,&Omega;=1/2,F=35/2+-33/2-	-14.50210		557.73860	802.46666	557.75703	802.49317	CDMS
c-DCOOH	Formic Acid	552.75770	0.0176			11(2,9)-10(3,8)	-8.73840		55.16310	79.36694	55.18154	79.39347	JPL
HCCCH2CN	Propargyl cyanide	552.80740	0.0006			14(3,11)-14(3,12)	-9.49720		24.36130	35.05070	24.37974	35.07724	CDMS
CH2CHNC	Vinyl Isocyanide	552.90340	0.0055			26(4,22)-26(4,23)	-9.19560		144.97650	208.58764	144.99494	208.61418	JPL
17OD	Hydroxyl radical	553.34170	0.0541			N=10-10,J+1/2=19/2-19/2,p=-1-1,F1=9-10,F=9-10	-13.79630		1143.17560	1644.78539	1143.19406	1644.81195	JPL
CH318OHvt=0,1&2	Methanol	554.13800	0.01			17(3,14)-17(3,15)A,vt=0	-10.21600		271.31700	390.36240	271.33548	390.38899	CDMS
NO	Nitric oxide	554.36620	0.0266			J=31/2,&Omega;=3/2,F=33/2+-31/2-	-14.49900		557.73870	802.45696	557.75719	802.48357	JPL
NO	Nitric oxide	554.37230	0.0026			J=33/2-33/2,&Omega;=1/2,F=33/2+-35/2-	-14.49930		557.73850	802.46651	557.75699	802.49312	CDMS
SD	Mercapto radical	554.73400	0.0009			J=11/2,&Omega;=3/2,F=11/2+-13/2-	-10.43280		154.62460	222.46903	154.64310	222.49565	JPL
SD	Mercapto radical	554.77700	0.0011			J=11/2,&Omega;=3/2,F=11/2+-9/2-	-10.43370		154.62460	222.46903	154.64311	222.49565	JPL
SD	Mercapto radical	554.77970	0.0006			J=11/2,&Omega;=3/2,F=9/2+-9/2-	-8.96760		154.62460	222.46903	154.64311	222.49565	JPL
SD	Mercapto radical	554.80220	0.0006			J=11/2,&Omega;=3/2,F=11/2+-11/2-	-8.89840		154.62460	222.46903	154.64311	222.49565	JPL
SD	Mercapto radical	554.80490	0.001			J=11/2,&Omega;=3/2,F=9/2+-11/2-	-10.43370		154.62460	222.46903	154.64311	222.49565	JPL
SD	Mercapto radical			554.83350	0.001	J=11/2,&Omega;=3/2,F=13/2+-13/2-	-8.81720		154.62460	222.46903	154.64311	222.49566	JPL
SD	Mercapto radical	554.90280	0.0009			J=11/2,&Omega;=3/2,F=13/2+-11/2-	-10.43250		154.62460	222.46903	154.64311	222.49566	JPL
HCCCH2OH	Propargyl Alcohol	554.97080	0.0004			14(3,11)-14(3,12),vt=0-0	-10.47750		39.74520	57.18415	39.76371	57.21078	JPL
t-HCOOH	Formic Acid	555.12920	0.0004			24(5,19)-24(5,20)	-9.61720		280.69910	403.86107	280.71762	403.88771	CDMS
NH2CH2CH2OHv25=1	Aminoethanol	555.29240	0.0015			27(8,19)-27(8,20)	-10.31500		453.55570	652.56173	453.57422	652.58838	JPL
15N17O	Nitric oxide	555.43220	0.0592			J=33/2-33/2,p=-1-1,F1=16-16,F2=16-16	-12.85200		583.12720	838.99543	583.14573	839.02208	CDMS
CH318OHvt=0,1&2	Methanol	555.48300	0.01			3(1,2)-3(1,3)A,vt=1	-10.49000		234.95000	338.03870	234.96853	338.06536	CDMS
15N17O	Nitric oxide	555.95770	0.0047			J=33/2-33/2,p=-1-1,F1=15-15,F2=16-16	-12.84740		583.12730	838.99557	583.14584	839.02225	CDMS
CH313CH2CN	Ethyl Cyanide	556.20360	0.0001			6(2,4)-6(2,5),F=5-5	-9.59410		9.25020	13.30906	9.26875	13.33575	CDMS
CH313CH2CN	Ethyl Cyanide	556.20820	0.0001			6(2,4)-6(2,5),F=7-7	-9.45610		9.25020	13.30906	9.26875	13.33575	CDMS
CH313CH2CN	Ethyl Cyanide	556.23540	0.0001			6(2,4)-6(2,5),F=6-6	-9.53020		9.25020	13.30906	9.26875	13.33576	CDMS
NH2CH2CH2OHv26+v27	Aminoethanol	556.33540	0.0028			10(1,10)-10(0,10)	-10.94890		285.62140	410.94312	285.63996	410.96982	JPL
N18O	Nitric oxide	556.37470	0.0029			J=35/2-35/2,&Omega;=1/2,F=35/2--33/2+	-14.66150		588.58920	846.85408	588.60776	846.88078	CDMS
CH318OHvt=0,1&2	Methanol	556.61200	0.02			27(4,23)-27(4,24)A,vt=0	-10.96000		640.20200	921.10257	640.22057	921.12929	CDMS
NH2CH2CH2OHv26+v27	Aminoethanol	556.98010	0.0089			29(4,26)-29(3,26)	-10.93900		418.40990	601.99505	418.42848	602.02178	JPL
HCCCH2OH	Propargyl Alcohol	557.01010	0.0004			23(4,19)-23(4,20),vt=1-1	-10.54560		118.99350	171.20412	119.01208	171.23085	JPL
NHD2	Ammonia	557.15200	0.0234			7(1,6)0a-7(2,6)0s	-7.76560		257.57470	370.59041	257.59328	370.61714	CDMS
c-C6H5OH	Phenol	557.25000	0.0002			19(8,11)-19(8,12),v=0-0	-12.21530		35.90370	51.65748	35.92229	51.68423	CDMS
c-C6H5OH	Phenol	557.27260	0.0002			19(8,11)-19(8,12),v=1-1	-12.43550		35.90550	51.66007	35.92409	51.68682	CDMS
17OD	Hydroxyl radical	557.30350	0.054			N=10-10,J+1/2=19/2-19/2,p=-1-1,F1=9-9,F=9-9	-11.82720		1143.17540	1644.78510	1143.19399	1644.81185	JPL
H2SO4	Sulfuric acid	557.33160	0.0287			47(23,25)-47(22,25)	-9.03340		377.50540	543.14294	377.52399	543.16969	JPL
NH2CH2CH2OHv26+v27	Aminoethanol	557.36690	0.1129			55(14,41)-55(14,42)	-10.99020		849.99490	1222.94602	850.01349	1222.97277	JPL
H2NCH2COOH-Iv=2	Glycine	557.69640	0.0365			20(7,13)-20(7,14),F=19-19	-10.37330		59.51440	85.62745	59.53300	85.65422	JPL
H2NCH2COOH-Iv=2	Glycine	557.69690	0.0365			20(7,13)-20(7,14),F=21-21	-10.33080		59.51440	85.62745	59.53300	85.65422	JPL
H2NCH2COOH-Iv=0	Glycine	557.70030	0.0365			20(7,13)-20(7,14),F=20-20	-9.87330		59.51440	85.62745	59.53300	85.65422	JPL
H2NCH2COOH-Iv=2	Glycine	557.70770	0.0365			20(7,13)-20(7,14),F=20-20	-10.35250		59.51440	85.62745	59.53300	85.65422	JPL
NO	Nitric oxide	557.73350	0.0237			J=31/2,&Omega;=3/2,F=33/2+-33/2-	-12.06020		557.73870	802.45696	557.75730	802.48373	JPL
NO	Nitric oxide	557.74180	0.0027			J=33/2-33/2,&Omega;=1/2,F=35/2+-35/2-	-12.06040		557.73850	802.46651	557.75710	802.49328	CDMS
HNO3	Nitric acid	558.11370	0.0005			28(24,4)-28(24,5),F=27-27	-9.38440		333.78880	480.24486	333.80742	480.27165	JPL
HNO3	Nitric acid	558.11390	0.0005			28(24,4)-28(24,5),F=29-29	-9.35390		333.78870	480.24472	333.80732	480.27151	JPL
HNO3	Nitric acid	558.12180	0.0005			28(24,4)-28(24,5),F=28-28	-9.36940		333.78870	480.24472	333.80732	480.27151	JPL
N18O	Nitric oxide	558.42640	0.003			J=35/2-35/2,&Omega;=1/2,F=33/2--33/2+	-12.22470		588.58920	846.85408	588.60783	846.88088	CDMS
gG'a-CH3CHOHCH2OH	1,2-propanediol, gG'a 	558.48330	0.0002			29(10,19)-29(10,20)	-9.33890		111.92260	161.03270	111.94123	161.05951	CDMS
NH2CN	Cyanamide	558.79460	0.002			17(2,15)-17(2,16),v=1	-8.58800		190.65520	274.30873	190.67384	274.33554	JPL
NH2CH2CH2OHv=0	Aminoethanol	559.21920	0.0007			27(8,19)-27(8,20)	-9.67410		148.74810	214.01410	148.76675	214.04094	JPL
17OD	Hydroxyl radical	559.52920	0.0541			N=10-10,J+1/2=19/2-19/2,p=-1-1,F1=10-11,F=10-11	-13.78410		1143.17570	1644.78554	1143.19436	1644.81239	JPL
N18O	Nitric oxide	559.57850	0.0028			J=35/2-35/2,&Omega;=1/2,F=35/2--35/2+	-12.19800		588.58910	846.85393	588.60777	846.88079	CDMS
H37ClCO	Formyl Chloride	559.78220	0.001			20(3,17)-20(3,18),F=41/2-41/2	-11.83080		102.68860	147.74514	102.70727	147.77200	JPL
H37ClCO	Formyl Chloride	559.78450	0.001			20(3,17)-20(3,18),F=39/2-39/2	-11.85210		102.68860	147.74514	102.70727	147.77200	JPL
H37ClCO	Formyl Chloride	559.81460	0.001			20(3,17)-20(3,18),F=43/2-43/2	-11.80840		102.68890	147.74557	102.70757	147.77244	JPL
H37ClCO	Formyl Chloride	559.81700	0.001			20(3,17)-20(3,18),F=37/2-37/2	-11.87230		102.68890	147.74557	102.70757	147.77244	JPL
NO,v=1	Nitric oxide	559.93120	0.0035			J=3/2-3/2,&Omega;=1/2,F=1/2+-1/2-	-15.48280		1881.03660	2706.40969	1881.05528	2706.43656	CDMS
H2SO4	Sulfuric acid	560.55710	0.0296			24(12,13)-24(11,13)	-8.81170		100.42300	144.48547	100.44170	144.51237	JPL
NO	Nitric oxide			560.85380	0.0002	J=3/2,&Omega;=1/2,F=1/2+-1/2-	-11.48020		5.01160	7.21053	5.03031	7.23745	JPL
NO	Nitric oxide			560.85380	0.0002	J=3/2-3/2,&Omega;=1/2,F=1/2+-1/2-	-11.48030		5.01170	7.21077	5.03041	7.23768	CDMS
D2CO	Formaldehyde	561.22690	0.0305			26(7,19)-26(7,20)	-9.78700		870.44321	1252.36641	870.46193	1252.39335	JPL
D2CO	Formaldehyde	561.27700	0.0001			26(7,19)-26(7,20)	-9.78700		870.41210	1252.33700	870.43082	1252.36394	CDMS
c-HDC3O	Cyclopropenone	561.29580	0.0002			11(4,7)-11(4,8)	-8.44120		41.10560	59.14217	41.12432	59.16911	CDMS
N18O	Nitric oxide	561.63020	0.0029			J=35/2-35/2,&Omega;=1/2,F=33/2--35/2+	-14.65340		588.58910	846.85393	588.60783	846.88089	CDMS
CH3CH2CH2CN-gauche	Butyronitrile	562.19450	0.0002			1(1,0)-1(1,1)	-9.80410		92.15590	132.59102	92.17465	132.61800	JPL
n-C3H7CN,v=0	n-Butyronitrile, gauche/anti combined	562.19450	0.0001			1(1,0)-1(1,1),gauche	-10.57370		0.42580	0.61264	0.44455	0.63962	CDMS
NH2CH2CH2OHv26+v27	Aminoethanol	562.20900	0.0593			52(8,45)-52(7,45)	-11.46590		753.68460	1084.37778	753.70335	1084.40476	JPL
15N17O	Nitric oxide	562.22480	0.091			J=33/2-33/2,p=-1-1,F1=14-14,F2=15-15	-12.85250		583.12730	838.99557	583.14605	839.02255	CDMS
N18O	Nitric oxide	562.52290	0.0028			J=35/2-35/2,&Omega;=1/2,F=37/2--35/2+	-14.65200		588.58910	846.85393	588.60786	846.88093	CDMS
CHOCHOHCH2OH	Glyceraldehyde	562.61680	0.2586			66(13,54)-66(12,54)	-9.36570		403.23580	580.17014	403.25457	580.19715	CDMS
c-HDC3O	Cyclopropenone	562.65590	0.0009			25(7,18)-25(7,19)	-8.61030		181.62150	261.31453	181.64027	261.34153	CDMS
15N17O	Nitric oxide	562.86940	0.0035			J=33/2-33/2,p=-1-1,F1=15-15,F2=15-15	-12.85860		583.12710	838.99528	583.14588	839.02230	CDMS
c-HCOOD	Formic Acid	563.17710	0.0005			5(2,3)-5(2,4)	-8.67660		20.09350	28.90990	20.11229	28.93693	JPL
H2CO	Formaldehyde	563.42080	0.0029			41(7,34)-41(7,35)	-12.74420		2487.40040	3578.79374	2487.41919	3578.82078	JPL
H2CO	Formaldehyde	563.42360	0.0016			41(7,34)-41(7,35)	-12.74390		2487.40060	3578.79403	2487.41939	3578.82107	CDMS
HCCCH2OH	Propargyl Alcohol	563.61630	0.0033			76(9,67)-76(9,68),vt=1-1	-11.34530		968.79851	1393.87693	968.81731	1393.90398	JPL
17OD	Hydroxyl radical	563.72300	0.054			N=10-10,J+1/2=19/2-19/2,p=-1-1,F1=10-10,F=10-10	-11.77740		1143.17560	1644.78539	1143.19440	1644.81245	JPL
c-C6H5CCH	Phenylacetylene	564.16620	0.0005			9(3,6)-9(3,7)	-11.35120		5.42040	7.79876	5.43922	7.82583	CDMS
NH2CHO	Formamide	564.35200	0			10(3,7)-10(3,8),F=10-10	-8.91860		57.60800	82.88560	57.62682	82.91269	CDMS
NH2CHO	Formamide	564.36260	0.0084			10(3,7)-10(3,8),F=10-10	-8.91780		57.60810	82.88473	57.62693	82.91181	JPL
NH2CHO	Formamide	564.38030	0			10(3,7)-10(3,8)	-8.43350		57.60800	82.88560	57.62683	82.91269	CDMS
NH2CHO	Formamide	564.39240	0			10(3,7)-10(3,8),F=11-11	-8.87470		57.60800	82.88560	57.62683	82.91269	CDMS
NH2CHO	Formamide	564.39690	0			10(3,7)-10(3,8),F=9-9	-8.95840		57.60800	82.88560	57.62683	82.91269	CDMS
NH2CHO	Formamide	564.40310	0.0084			10(3,7)-10(3,8),F=11-11	-8.87390		57.60810	82.88473	57.62693	82.91182	JPL
NH2CHO	Formamide	564.40710	0.0084			10(3,7)-10(3,8),F=9-9	-8.95760		57.60810	82.88473	57.62693	82.91182	JPL
DC9N	Cyanotetraacetylene	564.77110	0			J=1-0,F=1-1	-9.06180		0.00000	0.00000	0.01884	0.02710	CDMS
H2SO4	Sulfuric acid	564.91560	0.7862			77(37,41)-77(36,41)	-9.89170		1003.90840	1444.39194	1003.92724	1444.41906	JPL
HN13CSa-type	Isothiocyanic acid	564.94060	0.0006			5(1,4)-5(1,5)	-9.42820		49.23880	70.84411	49.25764	70.87122	CDMS
c-HDC3O	Cyclopropenone	565.18730	0.0024			35(9,26)-35(9,27)	-8.87870		342.41840	492.66690	342.43725	492.69403	CDMS
N18O	Nitric oxide	565.26620	0.0029			J=35/2-35/2,&Omega;=1/2,F=35/2--37/2+	-14.64770		588.58890	846.85365	588.60776	846.88077	CDMS
DC9N	Cyanotetraacetylene	565.83710	0			J=1-0	-8.58360		0.00000	0.00000	0.01887	0.02716	CDMS
NH2CH2CH2OHv26+v27	Aminoethanol	565.94740	0.0052			23(3,21)-23(2,21)	-10.87250		362.35490	521.34487	362.37378	521.37204	JPL
DC9N	Cyanotetraacetylene	566.05110	0			J=1-0,F=2-1	-8.83860		0.00000	0.00000	0.01888	0.02717	CDMS
CH3CHOv=0,1&2	Acetaldehyde	566.21520	0.0017			11(3,8)-11(3,9)A,vt=0	-9.43520		56.62120	81.46481	56.64009	81.49198	JPL
NH2CH2CH2OHv27=2	Aminoethanol	566.32360	0.0087			59(15,44)-59(15,45)	-10.92290		836.00120	1202.81233	836.02009	1202.83951	JPL
H13CN,v2=3	Hydrogen cyanide 	566.61590	0.0396			17(-3)-17(3	-12.29140		2569.21670	3696.55379	2569.23560	3696.58098	CDMS
c-C6H5OH	Phenol	567.12530	0.0002			40(15,25)-40(15,26),v=0-0	-12.47240		149.62200	215.27297	149.64092	215.30019	CDMS
c-C6H5OH	Phenol	567.16820	0.0002			40(15,25)-40(15,26),v=1-1	-12.24840		149.62380	215.27556	149.64272	215.30278	CDMS
c-C3H6O	Oxetane	567.51230	0.0017			28(26,2)-28(26,3)	-8.74200		320.66190	461.36395	320.68083	461.39119	CDMS
c-C3H6O	Oxetane	567.51230	0.0017			28(26,2)-28(26,3)	-8.74200		320.66190	461.36395	320.68083	461.39119	CDMS
17OD	Hydroxyl radical	567.68480	0.0541			N=10-10,J+1/2=19/2-19/2,p=-1-1,F1=10-9,F=10-9	-13.83630		1143.17540	1644.78510	1143.19434	1644.81235	JPL
DC9N	Cyanotetraacetylene	567.97280	0			J=1-0,F=0-1	-9.53570		0.00000	0.00000	0.01895	0.02726	CDMS
D2CCO	Ketene	568.12900	0.0004			1(1,0)-1(1,1)	-9.29460		5.00470	7.20061	5.02365	7.22787	CDMS
c-C6H5OH	Phenol	568.13540	0.0079			69(17,52)-70(16,55),v=1-0	-11.93200		406.38890	584.70375	406.40785	584.73102	CDMS
c-D2C3O	Cyclopropenone	568.19600	0.0001			3(2,1)-3(2,2)	-8.34780		4.98770	7.17623	5.00665	7.20350	CDMS
N18O	Nitric oxide	568.21070	0.0029			J=35/2-35/2,&Omega;=1/2,F=37/2--37/2+	-12.15840		588.58890	846.85365	588.60785	846.88092	CDMS
gG'a-CH3CHOHCH2OH	1,2-propanediol, gG'a 	568.21870	0.0001			12(5,7)-12(5,8)	-9.32850		21.22480	30.53795	21.24375	30.56522	CDMS
c-C6H5OH	Phenol	568.23090	0.0042			51(35,17)-52(34,18),v=0-1	-11.63130		337.24750	485.22457	337.26645	485.25184	CDMS
c-C6H5OH	Phenol	568.23090	0.0042			51(35,16)-52(34,19),v=0-1	-11.63130		337.24750	485.22457	337.26645	485.25184	CDMS
c-C5H5CH	Benzvalene	568.29440	0.0421			20(11,9)-20(11,10)	-9.76180		76.96500	110.73619	76.98396	110.76346	CDMS
HOONO	Peroxynitrous acid	568.44680	0.0006			33(11,22)-33(11,23),F=32-32	-11.00280		319.67630	459.94024	319.69526	459.96752	JPL
HOONO	Peroxynitrous acid	568.44720	0.0006			33(11,22)-33(11,23),F=34-34	-10.97690		319.67630	459.94024	319.69526	459.96752	JPL
HOONO	Peroxynitrous acid	568.46130	0.0006			33(11,22)-33(11,23),F=33-33	-10.99000		319.67640	459.94039	319.69536	459.96767	JPL
13CH	Methylidyne  	568.56860	0.0689				-8.81480		31.96920	45.99628	31.98817	46.02357	JPL
CH2DCN	Methyl cyanide	568.94360	0.1428			40(3,37)-40(3,38)	-9.85630		508.46320	731.56092	508.48218	731.58822	JPL
H13CC8N	Cyanotetraacetylene	569.05190	0			J=1-0,F=1-1	-9.05200		0.00000	0.00000	0.01898	0.02731	CDMS
c-DCOOH	Formic Acid	569.06090	0.0058			41(8,33)-41(8,34)	-9.89690		731.73100	1052.79163	731.74998	1052.81894	JPL
15N17O	Nitric oxide	569.10120	0.0916			J=33/2-33/2,p=-1-1,F1=14-14,F2=14-14	-12.86490		583.12710	838.99528	583.14608	839.02260	CDMS
c-C6H5OH	Phenol	569.88190	0.1002			96(63,33)-95(64,32),v=1-0	-12.82030		1145.80870	1648.56532	1145.82771	1648.59267	CDMS
c-C6H5OH	Phenol	569.88190	0.1002			96(63,34)-95(64,31),v=1-0	-12.82030		1145.80870	1648.56532	1145.82771	1648.59267	CDMS
C6H	1,3,5-Hexatriynyl	569.96370	1.8075			J=79/2,&Omega;=3/2,F=39-39,l=f-e	-9.72930		73.79070	106.16775	73.80971	106.19510	JPL
C6H	1,3,5-Hexatriynyl	569.97440	1.8075			J=79/2,&Omega;=3/2,F=40-40,l=f-e	-9.71840		73.79070	106.16775	73.80971	106.19510	JPL
H13CC8N	Cyanotetraacetylene	570.11810	0			J=1-0	-8.57380		0.00000	0.00000	0.01902	0.02736	CDMS
H13CC8N	Cyanotetraacetylene	570.33220	0			J=1-0,F=2-1	-8.82880		0.00000	0.00000	0.01902	0.02737	CDMS
HC915N	Cyanotetraacetylene	570.58960	0			J=1-0	-8.57270		0.00000	0.00000	0.01903	0.02738	CDMS
N17O	Nitric oxide	570.72260	0.0172			J=5/2-5/2,&Omega;=1/2,F1=9/2+-9/2-,F2=9/2+-9/2-	-11.75480		13.00960	18.71803	13.02864	18.74542	CDMS
17OD	Hydroxyl radical	570.73070	0.054			N=10-10,J+1/2=19/2-19/2,p=-1-1,F1=11-11,F=11-11	-11.72250		1143.17570	1644.78554	1143.19474	1644.81293	JPL
H213CO	Formaldehyde	571.77630	0.0003			33(6,27)-33(6,28)	-11.45560		1623.05800	2335.20498	1623.07707	2335.23243	CDMS
H213CO	Formaldehyde	571.77630	0.0003			33(6,27)-33(6,28)	-11.45560		1623.05800	2335.20498	1623.07707	2335.23243	JPL
CH3OHvt=0-2	Methanol	572.04100	0.067			34(3,31)-34(3,32)A,vt=1	-12.55910		1231.17680	1771.37860	1231.19588	1771.40605	CDMS
c-C6H5OH	Phenol	572.13210	0.0004			71(25,46)-71(25,47),v=1-1	-12.72850		458.71500	659.98944	458.73408	660.01690	CDMS
H13CC8N	Cyanotetraacetylene	572.25440	0			J=1-0,F=0-1	-9.52580		0.00000	0.00000	0.01909	0.02746	CDMS
HCCCH2OH	Propargyl Alcohol	572.33320	0.0146			30(5,25)-30(5,26),vt=0-0	-10.86350		162.18160	233.34180	162.20069	233.36927	JPL
NH2CH2CH2OHv27=1	Aminoethanol	572.34440	0.001			32(9,23)-32(9,24)	-9.96300		308.31410	443.59266	308.33319	443.62013	JPL
OCSv2=1	Carbonyl Sulfide			572.49250	0.0002	J=9,l=1f-1e	-10.77530		538.70100	775.06612	538.72010	775.09359	CDMS
N17O	Nitric oxide	572.93170	0.0132			J=3/2-3/2,&Omega;=1/2,F1=5/2+-7/2-,F2=5/2+-7/2-	-11.97430		4.88080	7.02243	4.89991	7.04992	CDMS
HC13CC7N	Cyanotetraacetylene	573.09350	0			J=1-0,F=1-1	-9.04280		0.00000	0.00000	0.01912	0.02750	CDMS
CF	Fluoromethylidyne	573.12700	0.1068			J=7/2,&Omega;=1/2,F=3+-3-	-10.04780		20.72490	29.81834	20.74402	29.84584	CDMS
HC813CN	Cyanotetraacetylene	573.27550	0			J=1-0,F=1-1	-9.04880		0.00000	0.00000	0.01912	0.02751	CDMS
HC13CC7N	Cyanotetraacetylene	574.15970	0			J=1-0	-8.56460		0.00000	0.00000	0.01915	0.02756	CDMS
HC813CN	Cyanotetraacetylene	574.34170	0			J=1-0	-8.56420		0.00000	0.00000	0.01916	0.02756	CDMS
HC13CC7N	Cyanotetraacetylene	574.37380	0			J=1-0,F=2-1	-8.81960		0.00000	0.00000	0.01916	0.02757	CDMS
CH2NH	Methanimine	574.43910	0.0001			13(4,9)-13(4,10)	-8.91470		282.15350	405.95859	282.17266	405.98616	CDMS
HC813CN	Cyanotetraacetylene	574.55570	0			J=1-0,F=2-1	-8.82570		0.00000	0.00000	0.01917	0.02757	CDMS
17OD	Hydroxyl radical	574.92450	0.054			N=10-10,J+1/2=19/2-19/2,p=-1-1,F1=11-10,F=11-10	-13.82690		1143.17560	1644.78539	1143.19478	1644.81298	JPL
N17O	Nitric oxide	575.05540	0.0791			J=33/2-33/2,&Omega;=1/2,F1=37/2+-37/2-,F2=35/2+-35/2-	-12.93550		600.67260	864.23951	600.69178	864.26711	CDMS
HCCCH2NH2	Propargylamine	576.19040	0.0005			32(5,27)-32(5,28)	-10.88230		175.55570	252.58583	175.57492	252.61348	CDMS
HC13CC7N	Cyanotetraacetylene	576.29590	0			J=1-0,F=0-1	-9.51670		0.00000	0.00000	0.01922	0.02766	CDMS
N17O	Nitric oxide	576.39810	0.0791			J=33/2-33/2,&Omega;=1/2,F1=37/2+-37/2-,F2=37/2+-37/2-	-12.90970		600.67240	864.23922	600.69163	864.26688	CDMS
17OD	Hydroxyl radical	576.47790	0.2716			N=10-10,J+1/2=19/2-19/2,p=-1-1,F1=9-11,F=10-10	-19.29650		1143.16900	1644.77590	1143.18823	1644.80356	JPL
HC813CN	Cyanotetraacetylene	576.47790	0			J=1-0,F=0-1	-9.52270		0.00000	0.00000	0.01923	0.02767	CDMS
HC213CC6N	Cyanotetraacetylene	576.55260	0			J=1-0,F=1-1	-9.03490		0.00000	0.00000	0.01923	0.02767	CDMS
CH3OHvt=0-2	Methanol	576.57300	0.002			26(4,22)-26(4,23)A,vt=0	-10.89180		621.67250	894.44291	621.69173	894.47058	CDMS
HC713CCN	Cyanotetraacetylene	576.69310	0			J=1-0,F=1-1	-9.04370		0.00000	0.00000	0.01924	0.02768	CDMS
c-HDC3O	Cyclopropenone	576.96110	0.0015			30(8,22)-30(8,23)	-8.71070		255.64090	367.81262	255.66015	367.84031	CDMS
c-HCOOD	Formic Acid	577.30660	0.0231			48(7,41)-48(7,42)	-10.42270		926.46240	1332.96507	926.48166	1332.99277	JPL
CH3OHvt=0-2	Methanol	577.54200	0.009			3(1,2)-3(1,3)-+,vt=1	0.00000		235.71200	339.13526	235.73126	339.16298	CDMS
CH3OHvt=0-2	Methanol	577.55500	0.004			3(1,2)-3(1,3)A,vt=1	-10.44290		235.71220	339.13533	235.73147	339.16304	CDMS
HC213CC6N	Cyanotetraacetylene	577.61890	0			J=1-0	-8.55670		0.00000	0.00000	0.01927	0.02772	CDMS
HC713CCN	Cyanotetraacetylene	577.75930	0			J=1-0	-8.55640		0.00000	0.00000	0.01927	0.02773	CDMS
HC213CC6N	Cyanotetraacetylene	577.83290	0			J=1-0,F=2-1	-8.81180		0.00000	0.00000	0.01927	0.02773	CDMS
c-H2C318O	Cyclopropenone	577.93310	0.0015			29(7,22)-29(7,23)	-8.55970		235.93640	339.46206	235.95568	339.48980	CDMS
HC713CCN	Cyanotetraacetylene	577.97330	0			J=1-0,F=2-1	-8.82050		0.00000	0.00000	0.01928	0.02774	CDMS
IO	Iodine monoxide	578.47640	0.0253			N=2-2,J=5/2-5/2,p=1--1,F=9/2-7/2	-10.74050		674.70850	970.76135	674.72780	970.78911	JPL
IO	Iodine monoxide	578.56960	0.0252			N=2-2,J=5/2-5/2,p=-1-1,F=9/2-7/2	-10.74040		674.70840	970.76120	674.72770	970.78897	JPL
HC313CC5N	Cyanotetraacetylene	578.64430	0			J=1-0,F=1-1	-9.03020		0.00000	0.00000	0.01930	0.02777	CDMS
HC613CC2N	Cyanotetraacetylene	578.73040	0			J=1-0,F=1-1	-9.03000		0.00000	0.00000	0.01930	0.02777	CDMS
Ga-n-C3H7OH	<i>n</i>-Propanol	578.87820	0.0003			45(6,40)-45(5,40)	-9.47440		338.81870	487.48770	338.83801	487.51549	CDMS
c-H13COOH	Formic acid	578.97520	0.0004			11(3,8)-11(3,9)	-8.70060		70.33360	101.19378	70.35291	101.22157	JPL
DNO3	Nitric acid	579.07620	0.0007			47(35,12)-47(3513)	-9.76300		864.75910	1244.18829	864.77842	1244.21608	JPL
