Species	Chemical Name	Freq-MHz(rest frame,redshifted)	Freq Err(rest frame,redshifted)	Meas Freq-MHz(rest frame,redshifted)	Meas Freq Err(rest frame,redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	Linelist
He&delta;	Helium Recombination Line	253.47100	0			He(468)&delta;	0.00000		0.00000	Recomb
N17O	Nitric oxide	253.52280	0.0329			J=1/2-1/2,&Omega;=3/2,F1=5/2+-7/2-,F2=5/2+-7/2-	-11.98880		124.85850	CDMS
He&beta;	Helium Recombination Line	253.54500	0			He(372)&beta;	0.00000		0.00000	Recomb
C&beta;	Carbon Recombination Line	253.56800	0			C(372)&beta;	0.00000		0.00000	Recomb
HCCCH2OH	Propargyl Alcohol	253.68180	0.0002			30(5,25)-30(5,26),vt=1-1	-11.24760		183.73800	JPL
NH2CH2CH2OHv27=1	Aminoethanol	253.86740	0.0006			35(10,25)-35(10,26)	-10.69540		348.75320	JPL
CH3O13CHO(TopModel)	Methyl Formate	254.14000	0.025			22(4,18)-23(2,21)vt=1-1	0.00000		244.34550	TopModel
HeII&alpha;	Helium Recombination Line	254.27270				HeII(469)&alpha;	0.00000		0.00000	SLAIM
H&gamma;	Hydrogen Recombination Line	254.29800	0			H(425)&gamma;	0.00000		0.00000	Recomb
H2SO4	Sulfuric acid	254.39850	3.3355			94(44,51)-94(43,51)	-11.28210		1490.99230	JPL
He&gamma;	Helium Recombination Line	254.40200	0			He(425)&gamma;	0.00000		0.00000	Recomb
C&gamma;	Carbon Recombination Line	254.42500	0			C(425)&gamma;	0.00000		0.00000	Recomb
NH2CH2CH2OHv=0	Aminoethanol	254.56070	0.0005			42(6,37)-42(5,37)	-11.28080		317.18980	JPL
H2NCH2COOH-IIv=2	Glycine	254.57050	0.1185			21(8,13)-21(8,14),F=20-20	-10.89230		769.35440	JPL
H2NCH2COOH-IIv=2	Glycine	254.57120	0.1185			21(8,13)-21(8,14),F=22-22	-10.85170		769.35440	JPL
H2NCH2COOH-IIv=0	Glycine	254.57570	0.1185			21(8,13)-21(8,14),F=21-21	-10.39340		769.35440	JPL
H2NCH2COOH-IIv=2	Glycine	254.58550	0.1185			21(8,13)-21(8,14),F=21-21	-10.87240		769.35440	JPL
H&alpha;	Hydrogen Recombination Line	254.85800	0			H(295)&alpha;	0.00000		0.00000	Recomb
He&alpha;	Helium Recombination Line	254.96200	0			He(295)&alpha;	0.00000		0.00000	Recomb
HDCO	Formaldehyde	254.98230	0.0002			31(7,24)-31(7,25)	-11.22350		1337.75830	CDMS
HDCO	Formaldehyde	254.98300	0.001			31(7,24)-31(7,25)	0.00000		1337.75800	SLAIM
C&alpha;	Carbon Recombination Line	254.98500	0			C(295)&alpha;	0.00000		0.00000	Recomb
H&delta;	Hydrogen Recombination Line	254.99200	0			H(467)&delta;	0.00000		0.00000	Recomb
He&delta;	Helium Recombination Line	255.09500	0			He(467)&delta;	0.00000		0.00000	Recomb
DOCO+	Protonated Carbon Dioxide	255.31200	0.112			1(1,0)-1(1,1)	0.00000		14.77900	SLAIM
t-DCOOH	Formic Acid	255.38630	0.0001			17(5,12)-17(5,13)	-9.96450		151.68290	JPL
NH2CH2CH2OHv25=1	Aminoethanol	255.39420	0.001			30(9,21)-30(9,22)	-11.00120		488.40260	JPL
c-HCOOH	Formic Acid	255.40020	0.0046			34(6,28)-34(6,29)	-10.24220		527.50440	CDMS
H&beta;	Hydrogen Recombination Line	255.49100	0			H(371)&beta;	0.00000		0.00000	Recomb
He&beta;	Helium Recombination Line	255.59500	0			He(371)&beta;	0.00000		0.00000	Recomb
C&beta;	Carbon Recombination Line	255.61900	0			C(371)&beta;	0.00000		0.00000	Recomb
CH3O13CHO(TopModel)	Methyl Formate	255.88300	0.021			39(12,27)-39(12,28)vt=0-0	0.00000		385.00290	TopModel
HeII&alpha;	Helium Recombination Line	255.90440				HeII(468)&alpha;	0.00000		0.00000	SLAIM
H2CO	Formaldehyde	255.94660	0.0003			30(6,24)-30(6,25)	-11.68290		1422.90270	CDMS
H2CO	Formaldehyde	255.94700	0.001			30(6,24)-30(6,25)	0.00000		1422.90300	SLAIM
H2CO	Formaldehyde	255.94740	0.0006			30(6,24)-30(6,25)	-11.68320		1422.90280	JPL
15N17O	Nitric oxide	256.03660	0.0575			J=25/2-25/2,p=-1-1,F1=13-13,F2=13-13	-12.96490		390.31250	CDMS
H&gamma;	Hydrogen Recombination Line	256.09500	0			H(424)&gamma;	0.00000		0.00000	Recomb
He&gamma;	Helium Recombination Line	256.20000	0			He(424)&gamma;	0.00000		0.00000	Recomb
H2NCH2COOH-IIv=2	Glycine	256.20000	0.2391			28(10,18)-28(10,19),F=27-27	-10.92600		819.28620	JPL
H2NCH2COOH-IIv=2	Glycine	256.20040	0.2391			28(10,18)-28(10,19),F=29-29	-10.89550		819.28620	JPL
H2NCH2COOH-IIv=0	Glycine	256.20360	0.2391			28(10,18)-28(10,19),F=28-28	-10.43280		819.28620	JPL
H2NCH2COOH-IIv=2	Glycine	256.21050	0.2391			28(10,18)-28(10,19),F=28-28	-10.91100		819.28630	JPL
C&gamma;	Carbon Recombination Line	256.22300	0			C(424)&gamma;	0.00000		0.00000	Recomb
HCCNCv6=1	Ethyne Isocyanide	256.25390	0.0282			J=7,l=1f-1e	-9.41660		433.29530	JPL
H2NCH2COOH-IIv=2	Glycine	256.26250	0.027			11(5,6)-11(5,7),F=10-10	-10.92400		721.24110	JPL
H2NCH2COOH-IIv=2	Glycine	256.26560	0.027			11(5,6)-11(5,7),F=12-12	-10.84770		721.24110	JPL
H2NCH2COOH-IIv=0	Glycine	256.27500	0.027			11(5,6)-11(5,7),F=11-11	-10.40370		721.24110	JPL
H2NCH2COOH-IIv=2	Glycine	256.29710	0.027			11(5,6)-11(5,7),F=11-11	-10.88730		721.24110	JPL
CH3O13CHO(TopModel)	Methyl Formate	256.42000	0			53(15,38)-53(15,39)-+vt=0-0	0.00000		688.82080	TopModel
H2C17O	Formaldehyde	256.48700	0.015			8(3,5)-8(3,6),F=17/2-15/2	0.00000		159.25100	SLAIM
H&delta;	Hydrogen Recombination Line	256.63000	0			H(466)&delta;	0.00000		0.00000	Recomb
He&delta;	Helium Recombination Line	256.73400	0			He(466)&delta;	0.00000		0.00000	Recomb
H213CO	Formaldehyde	256.89300	0			8(3,5)-8(3,6)	0.00000		159.25700	SLAIM
H213CO	Formaldehyde	256.89310	0			8(3,5)-8(3,6)	-8.62040		159.25660	CDMS
H213CO	Formaldehyde	256.89310	0			8(3,5)-8(3,6)	-8.62040		159.25660	JPL
c-DCOOH	Formic Acid	256.93650	0.0018			32(7,25)-32(7,26)	-10.03250		465.38460	JPL
l-H2C3O	Propadienone	256.96930	0.5812			16(2,14)-16(2,15),vt=1-1	-10.46540		59.25140	CDMS
H2SO4	Sulfuric acid	256.99040	0.0162			48(23,26)-48(22,26)	-10.14340		393.44340	JPL
H2C17O	Formaldehyde	257.05100	0.001			8(3,5)-8(3,6),F=17/2-17/2	0.00000		159.25100	SLAIM
H2C17O	Formaldehyde	257.05500	0.001			8(3,5)-8(3,6),F=15/2-15/2	0.00000		159.25100	SLAIM
H2C17O	Formaldehyde	257.05600	0.001			8(3,5)-8(3,6),F=19/2-19/2	0.00000		159.25100	SLAIM
H2C17O	Formaldehyde	257.06300	0.001			8(3,5)-8(3,6)	0.00000		159.25100	SLAIM
H2C17O	Formaldehyde	257.06600	0.001			8(3,5)-8(3,6),F=13/2-13/2	0.00000		159.25100	SLAIM
H2C17O	Formaldehyde	257.07300	0.001			8(3,5)-8(3,6),F=21/2-21/2	0.00000		159.25100	SLAIM
H2C17O	Formaldehyde	257.08000	0.001			8(3,5)-8(3,6),F=11/2-11/2	0.00000		159.25100	SLAIM
17OD	Hydroxyl radical	257.10980	0.0549			N=10-10,J+1/2=19/2-19/2,p=1--1,F1=10-9,F=12-11	-14.53000		1143.18210	JPL
15N17O	Nitric oxide	257.37390	0.0453			J=25/2-25/2,p=-1-1,F1=12-12,F2=13-13	-12.96390		390.31270	CDMS
l-C4H2	Butatrienylidene	257.39900	0.053			25(2,23)-25(2,24)	0.00000		134.39900	SLAIM
H&alpha;	Hydrogen Recombination Line	257.46300	0			H(294)&alpha;	0.00000		0.00000	Recomb
HeII&alpha;	Helium Recombination Line	257.55000				HeII(467)&alpha;	0.00000		0.00000	SLAIM
H&beta;	Hydrogen Recombination Line	257.56300	0			H(370)&beta;	0.00000		0.00000	Recomb
He&alpha;	Helium Recombination Line	257.56800	0			He(294)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	257.59200	0			C(294)&alpha;	0.00000		0.00000	Recomb
H&epsilon;	Hydrogen Recombination Line	257.60900	0			H(501)&epsilon;	0.00000		0.00000	Recomb
H2C17O	Formaldehyde	257.61900	0.015			8(3,5)-8(3,6),F=15/2-17/2	0.00000		159.25100	SLAIM
NH2CH2CH2OHv=0	Aminoethanol	257.63000	0.0004			30(9,21)-30(9,22)	-10.35900		183.63770	JPL
He&beta;	Helium Recombination Line	257.66800	0			He(370)&beta;	0.00000		0.00000	Recomb
C&beta;	Carbon Recombination Line	257.69100	0			C(370)&beta;	0.00000		0.00000	Recomb
CHOCHOHCH2OH	Glyceraldehyde	257.74550	0.0277			39(7,33)-39(6,33)	-9.62080		140.80560	CDMS
H&gamma;	Hydrogen Recombination Line	257.91000	0			H(423)&gamma;	0.00000		0.00000	Recomb
He&gamma;	Helium Recombination Line	258.01500	0			He(423)&gamma;	0.00000		0.00000	Recomb
C&gamma;	Carbon Recombination Line	258.03800	0			C(423)&gamma;	0.00000		0.00000	Recomb
HC3Nv6=1	Cyanoacetylene	258.17000	0.23			J=8,l=1f-1e	0.00000		509.44000	SLAIM
H&delta;	Hydrogen Recombination Line	258.28200	0			H(465)&delta;	0.00000		0.00000	Recomb
HCCCH2OH	Propargyl Alcohol	258.32870	0.0007			61(8,53)-61(8,54),vt=1-1	-11.71830		644.94321	JPL
He&delta;	Helium Recombination Line	258.38700	0			He(465)&delta;	0.00000		0.00000	Recomb
CH3O13CHO(TopModel)	Methyl Formate	258.52600	0			20(7,13)-20(7,14)-+vt=1-1	0.00000		239.07390	TopModel
H2SO4	Sulfuric acid	258.56380	0.0238			65(31,35)-65(30,35)	-10.10210		717.30240	JPL
CH3O13CHO(TopModel)	Methyl Formate	258.69500	0.015			19(-8,11)-19(8,12)vt=0-0	0.00000		106.72310	TopModel
NH2CH2CH2OHv27=1	Aminoethanol	258.73190	0.0003			31(4,28)-31(3,28)	-11.25690		274.60830	JPL
CH3O13CHO(TopModel)	Methyl Formate	258.76800	0.106			35(15,20)-34(16,18)vt=1-1	0.00000		489.82110	TopModel
NH2CH2CH2OHv25=1	Aminoethanol	259.09180	0.002			42(6,37)-42(5,37)	-11.89990		621.63410	JPL
H&epsilon;	Hydrogen Recombination Line	259.15000	0			H(500)&epsilon;	0.00000		0.00000	Recomb
HeII&alpha;	Helium Recombination Line	259.20990				HeII(466)&alpha;	0.00000		0.00000	SLAIM
CH3O13CHO(TopModel)	Methyl Formate	259.31100	0.098			57(17,40)-57(17,41)vt=0-0	0.00000		807.83420	TopModel
N18O	Nitric oxide	259.39190	0.0009			J=27/2-27/2,&Omega;=1/2,F=25/2--27/2+	-14.55830		393.48760	CDMS
t-H13COOH	Formic Acid	259.58820	0.0006			37(7,30)-37(7,31)	-10.91500		632.63110	CDMS
t-H13COOH	Formic Acid	259.59060	0.0004			37(7,30)-37(7,31)	-10.93070		632.63100	JPL
H35ClCO	Formyl Chloride	259.61420	0.0931			54(3,51)-55(2,54),F=109/2-111/2	-11.61070		611.75131	JPL
H&beta;	Hydrogen Recombination Line	259.65700	0			H(369)&beta;	0.00000		0.00000	Recomb
H35ClCO	Formyl Chloride	259.66780	0.093			54(3,51)-55(2,54),F=107/2-109/2	-11.61840		611.75141	JPL
CH3O13CHO(TopModel)	Methyl Formate	259.68100	7.911			53(25,28)-53(25,29)-+vt=1-1	0.00000		996.95120	TopModel
NH2CH2CH2OHv27=1	Aminoethanol	259.69360	0.0018			49(13,36)-49(13,37)	-11.07270		571.72390	JPL
H&gamma;	Hydrogen Recombination Line	259.74100	0			H(422)&gamma;	0.00000		0.00000	Recomb
He&beta;	Helium Recombination Line	259.76300	0			He(369)&beta;	0.00000		0.00000	Recomb
C&beta;	Carbon Recombination Line	259.78600	0			C(369)&beta;	0.00000		0.00000	Recomb
He&gamma;	Helium Recombination Line	259.84700	0			He(422)&gamma;	0.00000		0.00000	Recomb
C&gamma;	Carbon Recombination Line	259.87100	0			C(422)&gamma;	0.00000		0.00000	Recomb
H&delta;	Hydrogen Recombination Line	259.94800	0			H(464)&delta;	0.00000		0.00000	Recomb
CH318OHvt=0,1&2	Methanol	259.95800	0.12			30(3,27)-30(3,28)A,vt=1	-12.76100		990.60800	CDMS
c-C5H5CH	Benzvalene	259.97350	0.0127			11(7,4)-11(7,5)	-10.42850		25.11300	CDMS
He&delta;	Helium Recombination Line	260.05400	0			He(464)&delta;	0.00000		0.00000	Recomb
H&alpha;	Hydrogen Recombination Line	260.10400	0			H(293)&alpha;	0.00000		0.00000	Recomb
17OD	Hydroxyl radical	260.11340	0.0161			N=1-1,J+1/2=3/2-3/2,p=1--1,F1=1-2,F=2-3	-12.73310		0.02560	JPL
CH3O13CHO(TopModel)	Methyl Formate	260.16100	0			12(5,7)-12(5,8)-+vt=0-0	0.00000		43.24810	TopModel
He&alpha;	Helium Recombination Line	260.21000	0			He(293)&alpha;	0.00000		0.00000	Recomb
H2C18O	Formaldehyde	260.23160	0.0005			23(5,18)-23(5,19)	-10.05000		844.74760	CDMS
H2C18O	Formaldehyde	260.23300	0.007			23(5,18)-23(5,19)	0.00000		844.76800	SLAIM
C&alpha;	Carbon Recombination Line	260.23400	0			C(293)&alpha;	0.00000		0.00000	Recomb
NH2CH2CH2OHv27=2	Aminoethanol	260.48220	0.0005			36(5,32)-36(4,32)	-11.46990		396.46620	JPL
N18O	Nitric oxide	260.48560	0.0009			J=27/2-27/2,&Omega;=1/2,F=25/2--25/2+	-12.36340		393.48760	CDMS
N18O	Nitric oxide	260.49540	0.0008			J=27/2-27/2,&Omega;=1/2,F=27/2--27/2+	-12.33100		393.48760	CDMS
H&epsilon;	Hydrogen Recombination Line	260.70400	0			H(499)&epsilon;	0.00000		0.00000	Recomb
N18O	Nitric oxide	260.87870	0.0008			J=27/2-27/2,&Omega;=1/2,F=27/2--29/2+	-14.55330		393.48760	CDMS
HeII&alpha;	Helium Recombination Line	260.88400				HeII(465)&alpha;	0.00000		0.00000	SLAIM
H35ClCO	Formyl Chloride	261.34580	0.093			54(3,51)-55(2,54),F=111/2-113/2	-11.59700		611.75171	JPL
15N17O	Nitric oxide	261.38790	0.0449			J=25/2-25/2,p=-1-1,F1=12-12,F2=12-12	-12.98490		390.31270	CDMS
H35ClCO	Formyl Chloride	261.39940	0.093			54(3,51)-55(2,54),F=105/2-107/2	-11.62050		611.75171	JPL
NH2CH2CH2OHv26=1	Aminoethanol	261.55880	0.001			31(9,22)-31(9,23)	-10.81180		400.71760	JPL
N18O	Nitric oxide	261.58910	0.0009			J=27/2-27/2,&Omega;=1/2,F=27/2--25/2+	-14.55100		393.48760	CDMS
H&gamma;	Hydrogen Recombination Line	261.59000	0			H(421)&gamma;	0.00000		0.00000	Recomb
H&delta;	Hydrogen Recombination Line	261.62900	0			H(463)&delta;	0.00000		0.00000	Recomb
15N17O	Nitric oxide	261.67300	0.0017			J=25/2-25/2,p=-1-1,F1=11-11,F2=12-12	-12.98230		390.31280	CDMS
He&gamma;	Helium Recombination Line	261.69600	0			He(421)&gamma;	0.00000		0.00000	Recomb
C&gamma;	Carbon Recombination Line	261.72000	0			C(421)&gamma;	0.00000		0.00000	Recomb
He&delta;	Helium Recombination Line	261.73600	0			He(463)&delta;	0.00000		0.00000	Recomb
H&beta;	Hydrogen Recombination Line	261.77400	0			H(368)&beta;	0.00000		0.00000	Recomb
He&beta;	Helium Recombination Line	261.88000	0			He(368)&beta;	0.00000		0.00000	Recomb
C&beta;	Carbon Recombination Line	261.90400	0			C(368)&beta;	0.00000		0.00000	Recomb
H&epsilon;	Hydrogen Recombination Line	262.27000	0			H(498)&epsilon;	0.00000		0.00000	Recomb
CH3O13CHO(TopModel)	Methyl Formate	262.32400	0.042			44(15,29)-44(15,30)vt=0-0	0.00000		507.00040	TopModel
HeII&alpha;	Helium Recombination Line	262.57260				HeII(464)&alpha;	0.00000		0.00000	SLAIM
H&alpha;	Hydrogen Recombination Line	262.78100	0			H(292)&alpha;	0.00000		0.00000	Recomb
He&alpha;	Helium Recombination Line	262.88800	0			He(292)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	262.91200	0			C(292)&alpha;	0.00000		0.00000	Recomb
HC3Nv7=3	Cyanoacetylene	263.25200	0.006			J=4,l=1f-1e	0.00000		667.76000	SLAIM
H&delta;	Hydrogen Recombination Line	263.32400	0			H(462)&delta;	0.00000		0.00000	Recomb
CHOCHOHCH2OH	Glyceraldehyde	263.39480	0.1107			63(12,52)-63(11,52)	-9.93430		366.54320	CDMS
He&delta;	Helium Recombination Line	263.43100	0			He(462)&delta;	0.00000		0.00000	Recomb
H&gamma;	Hydrogen Recombination Line	263.45600	0			H(420)&gamma;	0.00000		0.00000	Recomb
t-HONO	Trans - HONO	263.46450	0.0015			17(4,13)-17(4,14)	-10.21660		163.55350	JPL
CH2CN	Cyanomethyl	263.52570	0.0765			11(2,9)-11(2,10),J+F=12-12,S=7-7	-10.35500		80.97470	CDMS
He&gamma;	Helium Recombination Line	263.56300	0			He(420)&gamma;	0.00000		0.00000	Recomb
C&gamma;	Carbon Recombination Line	263.58700	0			C(420)&gamma;	0.00000		0.00000	Recomb
CH2CN	Cyanomethyl	263.59150	0.0742			11(2,9)-11(2,10),J+F=13-13,S=2-2	-10.32200		80.97380	CDMS
gG'a-CH3CHOHCH2OH	1,2-propanediol, gG'a 	263.64380	0			8(4,4)-8(4,5)	-9.98140		10.54540	CDMS
CH2CN	Cyanomethyl	263.64570	0.0755			11(2,9)-11(2,10),J+F=14-14,S=0-0	-10.28500		80.97300	CDMS
CH2CN	Cyanomethyl	263.72310	0.0765			11(2,9)-11(2,10),J+F=11-11,S=14-14	-10.39600		80.97440	CDMS
NH2CN	Cyanamide	263.73110	0.0001			1(1,0)-1(1,1),v=0	-8.68400		10.73950	JPL
CH2CN	Cyanomethyl	263.76330	0.074			11(2,9)-11(2,10),J=23/2-23/2	-9.39220		80.97240	CDMS
CH2CN	Cyanomethyl	263.79120	0.0741			11(2,9)-11(2,10),J+F=12-12,S=8-8	-10.35950		80.97350	CDMS
H&epsilon;	Hydrogen Recombination Line	263.84800	0			H(497)&epsilon;	0.00000		0.00000	Recomb
CH2CN	Cyanomethyl	263.85640	0.0755			11(2,9)-11(2,10),J+F=13-13,S=3-3	-10.31940		80.97270	CDMS
CH2CN	Cyanomethyl	263.89990	0.0765			11(2,9)-11(2,10),J+F=10-10,S=20-20	-10.43350		80.97420	CDMS
H&beta;	Hydrogen Recombination Line	263.91300	0			H(367)&beta;	0.00000		0.00000	Recomb
c-C6H5OH	Phenol	263.92630	0.0036			42(29,13)-43(28,16),v=0-1	-12.15580		230.45820	CDMS
c-C6H5OH	Phenol	263.92630	0.0036			42(29,14)-43(28,15),v=0-1	-12.15580		230.45820	CDMS
NH2CH2CH2OHv=0	Aminoethanol	263.94820	0.003			59(9,51)-59(8,51)	-11.80240		627.69440	JPL
CH2CN	Cyanomethyl	263.96970	0.0741			11(2,9)-11(2,10),J+F=11-11,S=16-16	-10.39380		80.97330	CDMS
He&beta;	Helium Recombination Line	264.02100	0			He(367)&beta;	0.00000		0.00000	Recomb
C&beta;	Carbon Recombination Line	264.04500	0			C(367)&beta;	0.00000		0.00000	Recomb
CH2CN	Cyanomethyl	264.04520	0.0755			11(2,9)-11(2,10),J+F=12-12,S=10-10	-10.35100		80.97250	CDMS
c-DCOOH	Formic Acid	264.17760	0.0027			39(8,31)-39(8,32)	-10.41460		673.08360	JPL
OHv=1	Hydroxyl	264.26810	0.0071			J=9/2,&Omega;=1/2,F=4--5+	-18.93870		4157.90680	JPL
HeII&alpha;	Helium Recombination Line	264.27570				HeII(463)&alpha;	0.00000		0.00000	SLAIM
17OD	Hydroxyl radical	264.40780	0.0161			N=1-1,J+1/2=3/2-3/2,p=1--1,F1=1-2,F=2-2	-13.56350		0.02550	JPL
NH2CH2CH2OHv25=1	Aminoethanol	264.58360	0.0022			39(11,28)-39(11,29)	-11.16930		608.00560	JPL
CH3O13CHO(TopModel)	Methyl Formate	264.60000	0.091			56(17,39)-56(17,40)vt=0-0	0.00000		784.35000	TopModel
HCCCHO	2-Propynal	264.63200	0.002			8(2,6)-8(2,7)	0.00000		19.64900	SLAIM
NH2CH2CH2OHv27=2	Aminoethanol	264.90810	0.0026			53(8,46)-53(7,46)	-11.91900		670.07200	JPL
N17O	Nitric oxide	264.92460	0.0613			J=25/2-25/2,&Omega;=1/2,F1=29/2+-29/2-,F2=27/2+-27/2-	-13.05440		400.51420	CDMS
15N17O	Nitric oxide	265.03040	0.0741			J=25/2-25/2,p=-1-1,F1=10-10,F2=11-11	-12.99900		390.31300	CDMS
H&delta;	Hydrogen Recombination Line	265.03400	0			H(461)&delta;	0.00000		0.00000	Recomb
N17O	Nitric oxide	265.06600	0.0612			J=25/2-25/2,&Omega;=1/2,F1=29/2+-29/2-,F2=29/2+-29/2-	-13.02780		400.51420	CDMS
He&delta;	Helium Recombination Line	265.14200	0			He(461)&delta;	0.00000		0.00000	Recomb
t-DCOOH	Formic Acid	265.20330	0.0001			35(8,27)-35(8,28)	-10.70470		564.49530	JPL
H&gamma;	Hydrogen Recombination Line	265.34000	0			H(419)&gamma;	0.00000		0.00000	Recomb
H&epsilon;	Hydrogen Recombination Line	265.43900	0			H(496)&epsilon;	0.00000		0.00000	Recomb
He&gamma;	Helium Recombination Line	265.44800	0			He(419)&gamma;	0.00000		0.00000	Recomb
C&gamma;	Carbon Recombination Line	265.47200	0			C(419)&gamma;	0.00000		0.00000	Recomb
H&alpha;	Hydrogen Recombination Line	265.49400	0			H(291)&alpha;	0.00000		0.00000	Recomb
He&alpha;	Helium Recombination Line	265.60300	0			He(291)&alpha;	0.00000		0.00000	Recomb
C&alpha;	Carbon Recombination Line	265.62700	0			C(291)&alpha;	0.00000		0.00000	Recomb
15N17O	Nitric oxide	265.70420	0.0025			J=25/2-25/2,p=-1-1,F1=11-11,F2=11-11	-13.00570		390.31290	CDMS
c-C6H5OH	Phenol	265.91560	0.0001			45(17,28)-45(17,29),v=1-1	-12.92510		189.35610	CDMS
H2NCH2COOH-IIv=0	Glycine	265.97730	0.0005			5(3,2)-5(3,3),F=4-4	-9.84790		5.54220	CDMS
HeII&alpha;	Helium Recombination Line	265.99370				HeII(462)&alpha;	0.00000		0.00000	SLAIM
H2NCH2COOH-IIv=0	Glycine	265.99420	0.0005			5(3,2)-5(3,3),F=6-6	-9.68260		5.54220	CDMS
H2NCH2COOH-IIv=2	Glycine	266.00080	0.0053			5(3,2)-5(3,3),F=6-6	-10.86340		705.54220	JPL
H2NCH2COOH-IIv=0	Glycine	266.02400	0.0053			5(3,2)-5(3,3),F=5-5	-10.44660		705.54220	JPL
N18O	Nitric oxide	266.06300	0.0008			J=27/2-27/2,&Omega;=1/2,F=29/2--27/2+	-14.53620		393.48760	CDMS
CH318OHvt=0,1&2	Methanol	266.07600	0			15(3,12)-15(3,13)A,vt=0	-10.71400		220.32900	CDMS
H&beta;	Hydrogen Recombination Line	266.07700	0			H(366)&beta;	0.00000		0.00000	Recomb
H2NCH2COOH-IIv=0	Glycine	266.07750	0.0005			5(3,2)-5(3,3),F=5-5	-9.77210		5.54220	CDMS
H2NCH2COOH-IIv=2	Glycine	266.08410	0.0053			5(3,2)-5(3,3),F=5-5	-10.95290		705.54220	JPL
CH2CN	Cyanomethyl	266.12490	0.0756			11(2,9)-11(2,10),J+F=11-11,S=18-18	-10.38480		80.98760	CDMS
He&beta;	Helium Recombination Line	266.18500	0			He(366)&beta;	0.00000		0.00000	Recomb
C&beta;	Carbon Recombination Line	266.20900	0			C(366)&beta;	0.00000		0.00000	Recomb
H2SO4	Sulfuric acid	266.21340	0.0142			10(5,6)-10(4,6)	-10.00740		18.38230	JPL
CH2CN	Cyanomethyl	266.22000	0.0741			11(2,9)-11(2,10),J+F=10-10,S=22-22	-10.43020		80.98670	CDMS
CH2CN	Cyanomethyl	266.32590	0.0765			11(2,9)-11(2,10),J+F=9-9,S=23-23	-10.47430		80.98570	CDMS
CH2CN	Cyanomethyl	266.35530	0.0756			11(2,9)-11(2,10),J+F=12-12,S=11-11	-10.34900		80.98720	CDMS
17OH	Hydroxyl radical	266.36410	0.0784			N=5-5,J+1/2=9/2-9/2,p=1--1,F1=4-5,F+1/2=9/2-9/2	-13.17960		606.49640	JPL
N18O	Nitric oxide	266.44630	0.0009			J=27/2-27/2,&Omega;=1/2,F=29/2--29/2+	-12.27640		393.48760	CDMS
CH2CN	Cyanomethyl	266.44750	0.0741			11(2,9)-11(2,10),J+F=11-11,S=17-17	-10.39120		80.98640	CDMS
CHOCHOHCH2OH	Glyceraldehyde	266.47060	0.0036			19(3,17)-19(2,17)	-9.57000		33.58100	CDMS
CH2CN	Cyanomethyl	266.48040	0.074			11(2,9)-11(2,10),J=21/2-21/2	-9.42360		80.98500	CDMS
CH2CN	Cyanomethyl	266.56430	0.0765			11(2,9)-11(2,10),J+F=10-10,S=21-21	-10.43170		80.98540	CDMS
CH2CN	Cyanomethyl	266.59280	0.0755			11(2,9)-11(2,10),J+F=13-13,S=4-4	-10.31010		80.98700	CDMS
CH2CN	Cyanomethyl	266.68160	0.0741			11(2,9)-11(2,10),J+F=12-12,S=9-9	-10.34870		80.98620	CDMS
H&delta;	Hydrogen Recombination Line	266.75900	0			H(460)&delta;	0.00000		0.00000	Recomb
NH2CH2CH2OHv26=1	Aminoethanol	266.76270	0.0025			45(12,33)-45(12,34)	-11.14070		602.09820	JPL
CH2CN	Cyanomethyl	266.81410	0.0765			11(2,9)-11(2,10),J+F=11-11,S=15-15	-10.38480		80.98520	CDMS
He&delta;	Helium Recombination Line	266.86800	0			He(460)&delta;	0.00000		0.00000	Recomb
CH3O13CHO(TopModel)	Methyl Formate	266.96000	0.013			18(-7,11)-18(7,12)vt=0-0	0.00000		92.19410	TopModel
H&epsilon;	Hydrogen Recombination Line	267.04300	0			H(495)&epsilon;	0.00000		0.00000	Recomb
OCSv2=1	Carbonyl Sulfide			267.17190	0.0001	J=6,l=1f-1e	-11.25080		528.95230	CDMS
H&gamma;	Hydrogen Recombination Line	267.24200	0			H(418)&gamma;	0.00000		0.00000	Recomb
He&gamma;	Helium Recombination Line	267.35100	0			He(418)&gamma;	0.00000		0.00000	Recomb
C&gamma;	Carbon Recombination Line	267.37600	0			C(418)&gamma;	0.00000		0.00000	Recomb
CH318OHvt=0,1&2	Methanol	267.45200	0.08			40(5,35)-40(5,36)A,vt=0	-13.19000		1360.34000	CDMS
c-C6H5OH	Phenol	267.52550	0.0028			28(18,11)-27(19,8),v=1-0	-12.04870		97.50130	CDMS
c-C6H5OH	Phenol	267.52550	0.0028			28(18,10)-27(19,9),v=1-0	-12.04870		97.50130	CDMS
HCCCH2OH	Propargyl Alcohol	267.61460	0.0003			40(6,34)-40(6,35),vt=1-1	-11.33760		299.82370	JPL
c-C6H5OH	Phenol	267.62150	0.0001			21(9,12)-21(9,13),v=1-1	-12.80050		43.99590	CDMS
HeII&alpha;	Helium Recombination Line	267.72650				HeII(461)&alpha;	0.00000		0.00000	SLAIM
